UKPRN,HE Provider,Financial Year End,Tuition fees and education contracts,Funding body grants,Total research grants and contracts,Total other income,Investment income,Total income before donations and endowments,Total donations and endowments,Total income
10007814,Cardiff University,31/07/2022,"323,510","98,893","125,427","79,369","5,729","632,928","1,239","634,167"
10006842,The University of Liverpool,31/07/2022,"308,241","83,175","113,551","100,796","5,738",,"3,427","614,928"
10007792,The University of Exeter,31/07/2022,"326,635","62,756","106,765","83,725","1,440",,"5,603","586,924"
10007799,Newcastle University,31/07/2022,"286,948","78,609","109,580","67,979","1,653",,"13,837","558,606"
10007773,The Open University,31/07/2022,"423,092","113,832","14,571","14,639","-17,939",,"5,761","553,956"
10007167,The University of York,31/07/2022,"252,799","51,462","79,717","85,167",828,,"2,194","472,167"
10007143,University of Durham,31/07/2022,"272,353","43,570","50,461","78,139","5,407",,"18,613","468,543"
10001726,Coventry University,31/07/2022,"373,567","26,848","15,807","31,846",805,,172,"449,045"
10004063,London School of Economics and Political Science,31/07/2022,"265,772","29,152","36,886","64,687","3,546",,"41,330","441,373"
10005343,Queen's University Belfast,31/07/2022,"152,247","110,939","98,425","69,534","3,363","434,508","3,173","437,681"
10004797,The Nottingham Trent University,31/07/2022,"344,327","25,427","9,091","24,474",554,,264,"404,137"
10004180,The Manchester Metropolitan University,31/07/2022,"308,418","27,262","13,890","42,176",275,,986,"393,007"
10007805,The University of Strathclyde,31/07/2022,"118,161","115,708","108,342","42,538",868,"385,617","2,185","387,802"
10007162,"University of the Arts, London",31/07/2022,"326,337","18,191","3,093","33,606","1,230",,"2,450","384,907"
10007164,"University of the West of England, Bristol",31/07/2022,"281,432","22,945","17,535","54,576",861,,246,"377,595"
10007855,Swansea University,31/07/2022,"188,370","43,857","69,212","67,373",812,"369,624",462,"370,086"
10007850,The University of Bath,31/07/2022,"188,763","67,102","40,521","59,060","4,045",,"2,291","361,782"
10007768,The University of Lancaster,31/07/2022,"195,465","41,941","48,106","70,786",556,,"1,032","357,886"
10007806,The University of Sussex,31/07/2022,"209,425","32,145","37,905","60,481","4,791",,"1,499","346,246"
10007796,The University of Leicester,31/07/2022,"176,752","48,210","64,043","48,460",19,,"2,742","340,226"
10007147,University of Hertfordshire,31/07/2022,"235,345","24,117","10,136","68,020","1,607",,246,"339,471"
10004113,Loughborough University,31/07/2022,"179,970","40,447","39,181","74,587",574,,"2,502","337,261"
10001282,University of Northumbria at Newcastle,31/07/2022,"253,193","24,872","19,892","30,294","1,009",,196,"329,456"
10007789,The University of East Anglia,31/07/2022,"167,634","41,145","53,045","55,448",448,,"3,708","321,428"
10000291,Anglia Ruskin University,31/07/2022,"274,153","23,058","5,880","14,217",412,,146,"317,866"
10007802,The University of Reading,31/07/2022,"188,935","32,883","38,046","46,106","6,829",,"4,058","316,857"
10005790,Sheffield Hallam University,31/07/2022,"258,833","28,821","12,962","13,037",931,,361,"314,945"
10007803,The University of St. Andrews,31/07/2022,"137,407","44,226","53,261","67,560","4,961","307,415","6,235","313,650"
10007160,The University of Surrey,31/07/2022,"155,186","43,494","41,305","49,220","12,577",,"3,537","305,319"
10007852,The University of Dundee,31/07/2022,"95,909","88,009","71,786","34,097",483,"290,284","1,708","291,992"
10007155,The University of Portsmouth,31/07/2022,"233,802","27,229","12,730","13,860","2,650",,250,"290,521"
10007140,Birmingham City University,31/07/2022,"243,945","20,176","4,368","19,128",209,,660,"288,486"
10007791,The University of Essex,31/07/2022,"176,097","26,586","30,164","50,859",400,,250,"284,356"
10021256,The Salvation Army,31/03/2022,0,0,0,"122,666","3,444",,"155,844","281,954"
10007141,The University of Central Lancashire,31/07/2022,"209,931","25,803","9,562","32,016",621,,24,"277,957"
10007146,The University of Greenwich,31/07/2022,"216,291","18,615","13,715","23,173",286,,121,"272,201"
10000961,Brunel University London,31/07/2022,"164,611","26,598","22,372","55,287",225,,"2,256","271,349"
10001478,"City, University of London",31/07/2022,"208,656","23,250","12,866","14,762",810,,"1,804","262,148"
10007771,London School of Hygiene and Tropical Medicine,31/07/2022,"26,432","32,873","175,341","18,197",294,,"8,246","261,383"
10007783,The University of Aberdeen,31/07/2022,"89,923","86,925","50,831","31,320","1,509","260,508",401,"260,909"
10007764,Heriot-Watt University,31/07/2022,"141,355","51,401","39,298","25,338","1,112","258,504","2,117","260,621"
10007150,The University of Kent,31/07/2022,"159,370","28,445","17,696","53,599",106,,"1,162","260,378"
10007807,Ulster University,31/07/2022,"105,693","102,044","31,375","19,387",821,"259,320",154,"259,474"
10003957,Liverpool John Moores University,31/07/2022,"217,781","21,022","12,501","5,954",609,,29,"257,896"
10007156,The University of Salford,31/07/2022,"196,042","21,206","6,775","22,121",748,,989,"247,881"
10007801,University of Plymouth,31/07/2022,"145,816","34,557","22,916","42,167","1,241",,396,"247,093"
10001883,De Montfort University,31/07/2022,"208,589","17,792","4,961","10,249","1,229",,200,"243,020"
10007165,The University of Westminster,31/07/2022,"200,722","14,189","5,350","17,088",537,,"5,127","243,013"
10039956,The University of Law,31/05/2022,"231,954","1,111",0,"3,762","2,416",,0,"239,243"
10003861,Leeds Beckett University,31/07/2022,"180,049","13,737","4,480","32,305",296,,37,"230,904"
10003678,Kingston University,31/07/2022,"172,419","19,506","2,730","23,424",456,,775,"219,310"
10007793,University of South Wales,31/07/2022,"144,962","42,340","8,235","21,202",521,"217,260","1,674","218,934"
10004930,Oxford Brookes University,31/07/2022,"136,959","16,309","8,666","54,006",135,,483,"216,558"
10007151,The University of Lincoln,31/07/2022,"143,162","18,659","14,551","37,475",355,,979,"215,181"
10005553,Royal Holloway and Bedford New College,31/07/2022,"125,865","21,135","17,785","33,999","1,724",,595,"201,103"
10007759,Aston University,31/07/2022,"144,353","22,372","19,256","14,037",46,,725,"200,789"
10007822,Cranfield University,31/07/2022,"87,640","21,239","44,725","42,666",97,,"3,946","200,313"
10007159,The University of Sunderland,31/07/2022,"171,053","14,668","1,011","12,879",77,,167,"199,855"
10004078,London South Bank University,31/07/2022,"140,544","33,549","4,585","19,825",38,,573,"199,114"
10007149,The University of Hull,31/07/2022,"124,761","25,961","12,637","33,480",596,,715,"198,150"
10007851,University of Derby,31/07/2022,"144,865","20,935","1,836","29,276",962,,39,"197,913"
10003958,Liverpool School of Tropical Medicine,31/07/2022,"3,040","19,721","104,499","68,410",284,,698,"196,652"
10000886,The University of Brighton,31/07/2022,"131,537","20,713","8,368","32,371",174,,367,"193,530"
10004351,Middlesex University,31/07/2022,"144,893","16,146","4,156","26,443",373,,91,"192,102"
10007144,The University of East London,31/07/2022,"158,854","9,497","2,231","21,033",344,,15,"191,974"
10007769,London Business School,31/07/2022,"153,240","10,199","1,634","3,805",241,,"22,426","191,545"
10001143,Canterbury Christ Church University,31/07/2022,"151,422","13,986","1,939","18,485",2,,0,"185,834"
10007148,The University of Huddersfield,31/07/2022,"140,575","17,205","15,416","7,371","2,370",,1,"182,938"
10007797,University of London (Institutes and activities),31/07/2022,"86,690","8,968","1,760","76,899","7,035",,"1,305","182,657"
10007858,University of Wales Trinity Saint David,31/07/2022,"91,568","64,278",378,"22,929","1,717","180,870",0,"180,870"
10007166,The University of Wolverhampton,31/07/2022,"131,125","15,425","4,950","28,245",82,,603,"180,430"
10007161,Teesside University,31/07/2022,"139,466","16,964","4,448","18,389",465,,521,"180,253"
10007767,Keele University,31/07/2022,"92,536","27,403","14,933","40,575","1,177",,152,"176,776"
10006566,The University of West London,31/07/2022,"138,074","11,460",857,"21,750",197,,535,"172,873"
10000824,Bournemouth University,31/07/2022,"137,609","13,412","5,144","13,340",79,,90,"169,674"
10000975,Buckinghamshire New University,31/07/2022,"151,686","6,642",414,"10,212",56,,0,"169,010"
10007857,Bangor University,31/07/2022,"80,765","24,750","29,544","27,765",181,"163,005",244,"163,249"
10003324,The Institute of Cancer Research,31/07/2022,"2,891","28,742","64,088","39,611","4,703",,"21,120","161,155"
10007800,The University of the West of Scotland,31/07/2022,"65,553","79,638","5,522","4,935",93,"155,741",167,"155,908"
10007804,The University of Stirling,31/07/2022,"61,934","50,534","17,366","24,875",267,"154,976",279,"155,255"
10007762,Glasgow Caledonian University,31/07/2022,"59,425","76,255","5,801","9,857",291,"151,629",604,"152,233"
10006299,Staffordshire University,31/07/2022,"120,577","13,768",965,"14,844",23,,284,"150,461"
10007772,Edinburgh Napier University,31/07/2022,"57,797","68,577","5,101","15,993",277,"147,745",564,"148,309"
10007152,University of Bedfordshire,31/07/2022,"122,807","8,506","3,211","11,227",76,,4,"145,831"
10007785,The University of Bradford,31/07/2022,"114,177","16,819","6,449","7,872",380,,-563,"145,134"
10007114,University of the Highlands and Islands,31/07/2022,"14,058","101,517","15,174","12,166",34,"142,949",110,"143,059"
10002718,Goldsmiths College,31/07/2022,"105,224","9,877","4,472","17,693",103,,71,"137,440"
10007854,Cardiff Metropolitan University,31/07/2022,"100,635","13,344","3,752","19,223",199,"137,153",23,"137,176"
10007848,University of Chester,31/07/2022,"102,508","11,580","2,778","18,540",363,,6,"135,775"
10014001,University of Suffolk,31/07/2022,"122,393","5,442","1,069","6,227",41,,51,"135,223"
10082570,Kaplan International Colleges U.K. Limited,25/12/2021,"95,860",0,0,"37,094",282,,0,"133,236"
10007823,Edge Hill University,31/07/2022,"104,965","6,983","1,666","19,080",294,,0,"132,988"
10007776,Roehampton University,31/07/2022,"103,077","9,202","2,438","17,329",40,,99,"132,185"
10008098,Study Group,31/12/2021,"106,099",0,0,"21,612",279,,0,"127,990"
10007856,Aberystwyth University,31/07/2022,"54,236","19,106","17,449","31,315",337,"122,443","1,080","123,523"
10004048,London Metropolitan University,31/07/2022,"105,254","8,216",936,"7,565",558,,17,"122,546"
10006841,The University of Bolton,31/07/2022,"82,232","32,143",178,"7,576",141,,77,"122,347"
10005500,Robert Gordon University,31/07/2022,"47,540","53,519","3,522","9,341",336,"114,258",483,"114,741"
10007779,The Royal Veterinary College,31/07/2022,"38,732","24,003","9,105","36,890",554,,"1,417","110,701"
10031982,BPP University,31/08/2021,"108,017",0,0,"1,403",0,,0,"109,420"
10007760,Birkbeck College,31/07/2022,"72,266","15,606","9,333","7,907",378,,"2,758","108,248"
10006022,Solent University,31/07/2022,"84,915","7,710",397,"10,500",32,,60,"103,614"
10006427,University for the Creative Arts,31/07/2022,"79,292","8,218",145,"11,889",108,,321,"99,973"
10000571,Bath Spa University,31/07/2022,"78,159","4,492","1,664","14,178",164,,135,"98,792"
10007780,SOAS University of London,31/07/2022,"73,903","8,625","6,098","7,569","1,008",,801,"98,004"
10082728,INTO University Partnerships Limited,31/07/2022,"38,866",0,0,"57,303",936,,0,"97,105"
10007139,University of Worcester,31/07/2022,"73,465","6,903",878,"10,747",175,,15,"92,183"
10007777,Royal College of Art,31/07/2022,"54,711","9,371","3,925","3,827",522,,"17,147","89,503"
10005700,SRUC,31/07/2022,"3,600","33,533","13,264","38,056",176,"88,629",0,"88,629"
10007782,"St George's, University of London",31/07/2022,"38,464","17,852","12,261","18,496",473,,288,"87,834"
10003614,The University of Winchester,31/07/2022,"68,306","3,798",379,"13,630",181,,1,"86,295"
10042500,Global Banking School Limited,28/02/2022,"9,863",0,0,"71,483",0,,0,"81,346"
10007145,University of Gloucestershire,31/07/2022,"61,623","6,236","2,590","10,155",376,,12,"80,992"
10007713,York St John University,31/07/2022,"62,666","5,951",213,"9,008",92,,23,"77,953"
10007842,University of Cumbria,31/07/2022,"54,316","7,373",744,"7,812",72,,7,"70,324"
10021100,Regents Theological College,30/09/2021,"1,051",0,0,"13,332",606,,"49,579","64,568"
10020381,Tavistock and Portman NHS Foundation Trust,31/03/2022,"2,882",0,"13,680","47,507",5,,0,"64,074"
10007137,The University of Chichester,31/07/2022,"45,309","4,051",554,"13,647",74,,152,"63,787"
10037544,BIMM University,31/08/2021,"61,084","2,429",0,0,0,,0,"63,513"
10008640,Falmouth University,31/07/2022,"52,426","3,690",449,"6,490",50,,0,"63,105"
10000712,University College Birmingham,31/07/2022,"39,978","11,300",0,"10,423",599,,0,"62,300"
10005451,Arden University,31/10/2021,"58,936","1,729",0,276,919,,0,"61,860"
10003956,Liverpool Hope University,31/07/2022,"47,472","3,908",103,"6,512",124,,0,"58,119"
10053304,Navitas UK Holdings Limited,30/06/2022,0,0,0,"55,590",525,,0,"56,115"
10003863,Leeds Trinity University,31/07/2022,"47,637","2,581",38,"4,218",85,,0,"54,559"
10007843,"St Mary's University, Twickenham",31/07/2022,"40,486","3,278","1,069","8,798",36,,691,"54,358"
10000385,The Arts University Bournemouth,31/07/2022,"36,072","2,282",305,"10,125",19,,17,"48,820"
10080811,Hartpury University,31/07/2022,"19,550","16,183",231,"12,597",-60,,0,"48,501"
10005337,"Queen Margaret University, Edinburgh",31/07/2022,"17,103","21,606","2,771","6,396",72,"47,948",369,"48,317"
10007833,Glyndŵr University,31/07/2022,"33,112","6,825","1,543","5,599",126,"47,205",1,"47,206"
10040812,Harper Adams University,31/07/2022,"20,764","11,855","2,947","9,452",16,,455,"45,489"
10002681,Glasgow School of Art,31/07/2022,"19,216","15,320","1,309","8,091",399,"44,335",0,"44,335"
10007787,The University of Buckingham,31/12/2021,"37,510",0,"1,189","4,069",114,,647,"43,529"
10008455,Regent College London,31/07/2022,"23,224",333,0,"19,208",121,,0,"42,886"
10057213,CEG UFP Limited,31/08/2021,"34,102",0,0,"4,631",0,,0,"38,733"
10086591,Regent's University London Limited,30/06/2022,"33,650",0,0,"4,705",25,,18,"38,398"
10007849,Abertay University,31/07/2022,"10,823","21,768","2,808","2,476",289,"38,164",13,"38,177"
10007825,Guildhall School of Music and Drama,31/03/2022,"15,607","6,095",680,"14,070",0,,0,"36,452"
10007778,Royal College of Music,31/07/2022,"16,814","6,262",302,"2,739","1,580",,"5,398","33,095"
10007835,Royal Academy of Music,31/07/2022,"11,208","5,539",18,"1,311",834,,"13,674","32,584"
10037449,University of St Mark and St John,31/07/2022,"20,948","1,264",104,"9,706",49,,0,"32,071"
10007837,Royal Northern College of Music,31/07/2022,"12,008","6,194",692,"7,430","1,108",,"1,724","29,156"
10004775,Norwich University of the Arts,31/07/2022,"24,829","1,988",33,"1,772",72,,20,"28,714"
10008017,Trinity Laban Conservatoire of Music and Dance,31/07/2022,"14,919","5,863",0,"3,814",323,,"2,830","27,749"
10005389,Ravensbourne University London,31/07/2022,"23,947","2,483",0,"1,096",88,,0,"27,614"
10055902,Multiverse,31/03/2022,"24,971",0,0,"2,288",33,,0,"27,292"
10005561,Royal Conservatoire of Scotland,31/07/2022,"10,982","13,244",133,908,280,"25,547",700,"26,247"
10007761,Courtauld Institute of Art,31/07/2022,"7,220","6,163","1,135","5,521",441,,"5,297","25,777"
10003854,Leeds Arts University,31/07/2022,"22,148","2,744",0,96,72,,6,"25,066"
10007832,Newman University,31/07/2022,"20,784","1,182",116,"2,282",7,,0,"24,371"
10008071,AA School of Architecture,31/07/2022,"21,854",0,0,"1,899",1,,537,"24,291"
10048199,New College of the Humanities,30/06/2022,"3,848",83,40,"14,421",0,,"5,442","23,834"
10083476,The Prince's Foundation,31/03/2022,106,0,0,"7,677",166,,"14,527","22,476"
10007811,Bishop Grosseteste University,31/07/2022,"16,524","1,809",175,"3,321",4,,0,"21,833"
10009527,Istituto Marangoni Limited,30/06/2022,"20,989",0,0,0,752,,0,"21,741"
10005544,Royal Academy of Dance,31/07/2022,734,0,0,"19,597",23,,270,"20,624"
10007816,The Royal Central School of Speech and Drama,31/07/2022,"12,561","6,141",638,521,104,,588,"20,553"
10004511,The National Film and Television School,31/07/2022,"7,247","5,888","1,579","3,320",0,,"1,194","19,228"
10008289,The London Institute of Banking & Finance,31/07/2022,"17,189",18,0,"1,905",70,,1,"19,183"
10005545,Royal Agricultural University,31/07/2022,"12,270","1,459",289,"4,710",66,,220,"19,014"
10007657,Writtle University College,31/07/2022,"7,721","6,200",10,"3,334",69,,6,"17,340"
10010308,Cambridge Arts and Sciences Limited,31/08/2021,"12,254",0,0,"4,931",0,,0,"17,185"
10008173,University College of Estate Management,31/07/2022,"15,776",920,8,109,252,,0,"17,065"
10067388,The Institute of Ismaili Studies,31/12/2021,0,0,0,0,0,,"15,694","15,694"
10034449,Leeds Conservatoire,31/07/2022,"14,426",861,0,369,0,,1,"15,657"
10067853,ACM Guildford Limited,31/08/2021,"13,361","1,271",0,559,0,,0,"15,191"
10003212,Hult International Business School Ltd,31/07/2022,"14,839",0,0,1,0,,350,"15,190"
10021682,Kaplan Open Learning (Essex) Limited,31/12/2021,"14,004",333,0,0,0,,0,"14,337"
10005470,"Richmond, The American International University in London",30/06/2022,"9,674",0,0,"3,838",225,,138,"13,875"
10009292,Royal Academy of Dramatic Art,31/07/2022,"2,750","2,228",0,"6,574",105,,"2,019","13,676"
10003758,LAMDA Limited,31/07/2022,"4,827","1,613",0,"5,833",3,,"1,138","13,414"
10008010,Stranmillis University College,31/07/2022,"4,747","5,760",192,"2,305",7,"13,011",0,"13,011"
10003945,The Liverpool Institute for Performing Arts,31/07/2022,"10,573",909,0,"1,343",7,,26,"12,858"
10005127,Arts University Plymouth,31/07/2022,"8,958","3,325",0,426,8,,0,"12,717"
10005523,Rose Bruford College of Theatre and Performance,31/07/2022,"9,299","1,467",0,"1,813",1,,7,"12,587"
10002313,ESCP Europe Business School,31/12/2021,"9,781",0,145,"2,014",6,,615,"12,561"
10000163,AECC University College,31/07/2022,"9,837","1,114",6,"1,415",16,,7,"12,395"
10026767,Dartington Hall Trust (The),31/08/2021,724,0,0,"10,384",882,,334,"12,324"
10030129,Nelson College London Ltd,31/07/2022,"11,194",530,0,238,1,,0,"11,963"
10045476,Met Film School Limited,30/09/2021,"8,069",0,0,"3,697",0,,0,"11,766"
10008899,The Ashridge (Bonar Law Memorial) Trust,31/12/2021,"5,284",0,0,"6,344",0,,0,"11,628"
10015688,David Game College Ltd,31/01/2022,"7,143",0,0,"4,094",0,,0,"11,237"
10042570,Pearson College,31/12/2021,"9,769",287,162,412,0,,0,"10,630"
10003239,ICON College of Technology and Management,30/09/2021,"9,350","1,188",0,9,0,,0,"10,547"
10000381,Arts Educational Schools,31/08/2021,"9,464",0,0,388,29,,482,"10,363"
10035638,Institute of Contemporary Music Performance,31/05/2022,"9,216",539,0,107,0,,0,"9,862"
10008026,St Mary's University College,31/07/2022,"4,236","4,889",0,721,9,"9,855",0,"9,855"
10029843,Waltham International College Limited,31/07/2022,"4,577",5,0,"4,637",0,,0,"9,219"
10067406,New Model Institute for Technology and Engineering (NMITE),31/07/2022,120,492,0,"5,678",0,,"2,845","9,135"
10023777,Mont Rose College of Management and Sciences,31/08/2021,"5,194",498,0,"3,172",0,,0,"8,864"
10019178,Point Blank Music School,31/12/2021,"8,067",557,0,62,4,,0,"8,690"
10007839,SAE Education Limited,30/06/2022,"5,631","1,069",0,"1,566",0,,0,"8,266"
10032288,West Dean College,30/09/2021,"2,598",0,0,"2,337","2,745",,329,"8,009"
10004028,"The Place, London Contemporary Dance School (LCDS)",31/07/2022,"3,294","3,198",0,580,6,,377,"7,455"
10015506,The London College,31/07/2022,"7,364",0,0,5,0,,0,"7,369"
10004450,Mountview Academy of Theatre Arts,31/08/2021,"6,278",87,0,563,10,,311,"7,249"
10003798,Le Cordon Bleu Limited,31/12/2021,"5,688",0,0,"1,374",2,,0,"7,064"
10004061,Bloomsbury Institute,31/07/2022,"5,931",292,0,15,0,,0,"6,238"
10004036,London Film School Limited,31/08/2021,"5,088",44,0,430,0,,0,"5,562"
10000936,The University College of Osteopathy,31/07/2022,"3,428",901,84,868,67,,197,"5,545"
10068157,University Centre Peterborough,31/07/2022,"4,956",502,0,18,3,,0,"5,479"
10004320,The Metanoia Institute,31/08/2021,"1,524",54,117,"3,721",6,,0,"5,422"
10013220,Institute of Art - London Limited,31/08/2021,"4,840",31,0,66,0,,0,"4,937"
10008397,Norland College,31/07/2022,"3,908",0,49,870,0,,0,"4,827"
10023434,London School of Commerce & IT Limited,31/03/2022,"1,845",0,0,"2,825",0,,0,"4,670"
10004079,London Studio Centre,31/08/2021,"4,323",0,0,266,0,,0,"4,589"
10008816,Northern School of Contemporary Dance,31/07/2022,"2,840","1,208",0,284,6,,-1,"4,337"
10022285,London School of Management Education,31/08/2021,"3,961",279,0,7,0,,0,"4,247"
10067648,University Academy 92 Limited,31/07/2022,0,3,0,"4,019",0,,0,"4,022"
10001386,Chicken Shed Theatre Company,31/03/2022,512,329,0,"2,364",0,,655,"3,860"
10022087,Futureworks,31/08/2021,"3,525",241,0,6,0,,0,"3,772"
10067355,Dyson Technical Training Limited,31/12/2021,53,0,0,"3,587",0,,0,"3,640"
10004075,London School of Theology,31/08/2021,"2,486",90,0,386,257,,383,"3,602"
10030776,St Mellitus College,31/07/2022,"2,979",65,0,47,0,,387,"3,478"
10023456,Newbold College,31/12/2021,575,0,0,"2,538",1,,134,"3,248"
10005378,Rambert School,31/07/2022,"1,789",691,0,157,4,,514,"3,155"
10020416,Missio Dei,30/06/2022,405,0,0,568,11,,"2,019","3,003"
10007361,Waverley Abbey College,31/08/2021,"1,183",104,0,721,0,,950,"2,958"
10004035,The Film Education Training Trust Limited,31/01/2022,"2,855",0,0,20,0,,0,"2,875"
10039082,City and Guilds of London Art School,31/08/2021,"2,119",0,0,90,81,,502,"2,792"
10001264,Central School of Ballet,31/07/2022,"1,643",532,0,199,3,,331,"2,708"
10001444,National Centre for Circus Arts,31/07/2022,"1,059",804,0,790,0,,18,"2,671"
10023464,Trinity College Bristol,31/08/2021,"1,685",0,0,869,0,,21,"2,575"
10032277,The Minster Centre,30/06/2022,"2,353",0,0,184,1,,13,"2,551"
10038772,British Academy of Jewellery Limited,30/06/2022,659,"1,069",0,790,0,,0,"2,518"
10081618,The Council of the Inns of Court,31/12/2021,709,0,0,159,0,,"1,590","2,458"
10008574,The University of Wales (central functions),31/07/2022,0,0,0,"2,311",131,"2,442",1,"2,443"
10036456,Backstage Academy (Training) Ltd,31/12/2021,579,23,190,"1,624",0,,0,"2,416"
10020436,Royal School of Needlework (The),31/08/2021,910,0,0,912,149,,301,"2,272"
10062759,Applied Business Academy Limited,31/12/2021,"1,215",0,0,"1,025",0,,0,"2,240"
10000216,All Nations Christian College,31/08/2021,754,0,0,508,6,,970,"2,238"
10032282,The Queen's Foundation for Ecumenical Theological Education,31/08/2021,"1,299",32,0,511,83,,123,"2,048"
10066143,Paris Dauphine International,31/07/2022,"1,985",0,0,10,0,,9,"2,004"
10023454,Moorlands College,30/06/2022,"1,224",55,0,585,2,,107,"1,973"
10007912,Cliff College,31/08/2021,580,21,0,"1,104",4,,211,"1,920"
10025197,University Centre Quayside Limited,28/02/2022,"1,825",0,0,1,9,,0,"1,835"
10066502,The College of Health Ltd,31/08/2021,362,462,0,803,0,,134,"1,761"
10013109,London Bridge Business Academy,31/12/2021,"1,394",90,0,37,4,,0,"1,525"
10004538,Nazarene Theological College,30/06/2022,886,18,30,285,3,,278,"1,500"
10023871,Results Consortium Limited,31/07/2022,"1,315",64,0,103,0,,0,"1,482"
10000911,BCNO Limited,31/08/2021,0,0,0,"1,435",0,,8,"1,443"
10082743,ThinkSpace Education Limited,31/07/2022,"1,126",59,0,241,0,,0,"1,426"
10001546,The College of Integrated Chinese Medicine,30/11/2021,"1,322",0,0,87,1,,0,"1,410"
10032036,Amity Global Education,31/03/2022,463,13,0,805,0,,0,"1,281"
10049370,MLA College,30/09/2021,674,0,0,550,0,,0,"1,224"
10006093,Spurgeon's College,31/07/2022,840,12,0,116,40,,184,"1,192"
10023458,The Sherwood Psychotherapy Training Institute Limited,31/08/2021,"1,149",0,0,30,0,,0,"1,179"
10026921,Christ the Redeemer College,31/07/2022,"1,134",0,0,23,1,,8,"1,166"
10041898,Apex College,31/12/2021,"1,158",0,0,0,0,,0,"1,158"
10003284,Inchbald School of Design Limited,31/07/2022,"1,080",0,0,73,4,,0,"1,157"
10062810,The London School of Architecture,30/06/2022,"1,041",3,0,6,0,,107,"1,157"
10024024,Central Film School London,30/09/2021,876,203,0,61,0,,0,"1,140"
10029682,The Islamic College,31/08/2021,870,0,0,136,0,,100,"1,106"
10004740,Northern College of Acupuncture,30/06/2022,"1,024",0,0,75,1,,0,"1,100"
10023452,The Markfield Institute of Higher Education,31/12/2021,587,0,0,2,4,,427,"1,020"
10023442,The College of Osteopaths,31/08/2021,251,0,0,722,2,,0,975
10032072,The Cambridge Theological Federation,31/08/2021,0,0,0,932,0,,0,932
10022047,Empire College London Limited,31/03/2022,790,0,0,54,0,,0,844
10030391,London Churchill College Ltd,30/11/2021,640,0,0,113,72,,0,825
10010213,The City College,30/06/2022,795,0,0,12,0,,0,807
10032594,London School of Academics Ltd,31/03/2022,762,0,0,0,0,,0,762
10009612,Luther King House Educational Trust,31/08/2021,238,11,0,457,0,,0,706
10028216,Brit College,31/12/2021,65,0,0,624,0,,0,689
10067623,The London Interdisciplinary School Ltd,31/07/2022,533,71,0,69,0,,0,673
10000894,Bristol Baptist College,30/06/2022,312,0,0,3,124,,152,591
10034324,Court Theatre Training Company Ltd,31/08/2021,423,81,0,1,0,,0,505
10023453,Matrix College of Counselling and Psychotherapy Ltd,31/08/2021,464,0,0,1,0,,0,465
10062833,Raindance Educational Services Limited,31/10/2021,446,0,0,0,0,,0,446
10083403,The Engineering and Design Institute London,31/07/2022,222,185,0,9,3,,0,419
10067601,JSA Education Group Ltd.,31/07/2022,165,0,0,61,0,,0,226
10082828,College of Legal Practice Limited,30/06/2022,202,1,0,0,0,,0,203
